material_id,formula,label,class
mp-1184720,HgBr3,-1,unlabeled
mp-1184745,HoBi3,-1,unlabeled
mp-1184879,IBr2,-1,unlabeled
mp-1184943,KBi3,-1,unlabeled
mp-1185520,LuBi3,-1,unlabeled
mp-1186259,Nd3Br,-1,unlabeled
mp-1186264,Nd3Br,-1,unlabeled
mp-1186382,Pa3Br,-1,unlabeled
mp-1186696,Pr3Br,-1,unlabeled
mp-1186746,PrBi3,-1,unlabeled
mp-1186908,RhBr,-1,unlabeled
mp-1186964,Sc3Bi,-1,unlabeled
mp-1187019,Se3Br,-1,unlabeled
mp-1187024,Sn3Bi,-1,unlabeled
mp-1187199,Ta3Bi,-1,unlabeled
mp-1187275,Tb3Bi,-1,unlabeled
mp-1187331,TbBi3,-1,unlabeled
mp-1187332,TbBi3,-1,unlabeled
mp-1187471,ThBi3,-1,unlabeled
mp-1187484,TlBi3,-1,unlabeled
mp-1187502,Tl3Bi,-1,unlabeled
mp-1187584,TmBr,-1,unlabeled
mp-1187685,TmBi3,-1,unlabeled
mp-1187734,V3Br,-1,unlabeled
mp-1187735,Y3Bi,-1,unlabeled
mp-1187782,Y3Bi,-1,unlabeled
mp-1187819,YBi3,-1,unlabeled
mp-1187824,YBi3,-1,unlabeled
mp-1187914,YbBi3,-1,unlabeled
mp-1188037,Zr3Br,-1,unlabeled
mp-1188514,Th2C3,-1,unlabeled
mp-1189810,Bi3Mo,-1,unlabeled
mp-1189848,Tb5Bi3,-1,unlabeled
mp-1190719,Bi8Mo3,-1,unlabeled
mp-1192314,HfBi2,-1,unlabeled
mp-1193090,TmBe13,-1,unlabeled
mp-1193529,PrBe13,-1,unlabeled
mp-1206229,Sm2Bi,-1,unlabeled
mp-1207019,BrO,-1,unlabeled
mp-1215848,Yb2C,-1,unlabeled
mp-1216545,Tl3Bi,-1,unlabeled
mp-1216575,Tl4Bi,-1,unlabeled
mp-1218401,SrC2,-1,unlabeled
mp-1218947,SnBi,-1,unlabeled
mp-1218964,SnBi,-1,unlabeled
mp-1220638,Nb3Bi,-1,unlabeled
mp-1221488,Mo4C3,-1,unlabeled
mp-1221489,Mo3C2,-1,unlabeled
mp-1222310,Lu2C,-1,unlabeled
mp-1223757,In2Bi,-1,unlabeled
mp-1223901,InBi3,-1,unlabeled
mp-1223979,In2Bi,-1,unlabeled
mp-1223990,In4Bi,-1,unlabeled
mp-1225044,Er2C,-1,unlabeled
mp-1227285,BiPd3,-1,unlabeled
mp-1227305,BiTe,-1,unlabeled
mp-1227326,BiPb,-1,unlabeled
mp-1227339,BiTe,-1,unlabeled
mp-1227358,BeP2,-1,unlabeled
mp-1227388,Bi3Pd5,-1,unlabeled
mp-1227413,Bi2Te,-1,unlabeled
mp-1227459,BiPb4,-1,unlabeled
mp-1252,ZrBe2,-1,unlabeled
mp-13453,BePd3,-1,unlabeled
mp-1423,HoC2,-1,unlabeled
mp-1475,Be12Mo,-1,unlabeled
mp-15177,Ho4C7,-1,unlabeled
mp-15238,Ho4C5,-1,unlabeled
mp-1579,ErC2,-1,unlabeled
mp-15798,MoC,-1,unlabeled
mp-1640,Ho2C,-1,unlabeled
mp-1677,Be2Mo,-1,unlabeled
mp-2025,HfBe5,-1,unlabeled
mp-2028,Be2Nb,-1,unlabeled
mp-2080,SrBe13,-1,unlabeled
mp-21075,HfC,-1,unlabeled
mp-22672,CeC,-1,unlabeled
mp-22861,NiBi,-1,unlabeled
mp-22864,Bi2Pt,-1,unlabeled
mp-22866,HoBi,-1,unlabeled
mp-22868,BiRh,-1,unlabeled
mp-22873,SmBi,-1,unlabeled
mp-22878,MnBi,-1,unlabeled
mp-22891,Bi2O3,-1,unlabeled
mp-22907,DyBi,-1,unlabeled
mp-22921,TbBi,-1,unlabeled
mp-22923,BiPt,-1,unlabeled
mp-22924,NaBi,-1,unlabeled
mp-22926,LaBi,-1,unlabeled
mp-23159,SrBi3,-1,unlabeled
mp-23163,CsBi2,-1,unlabeled
mp-23166,NpBr3,-1,unlabeled
mp-23171,PrBi,-1,unlabeled
mp-23179,NiBi3,-1,unlabeled
mp-2318,Nb2C,-1,unlabeled
mp-23180,In5Bi3,-1,unlabeled
mp-23187,La4Bi3,-1,unlabeled
mp-23188,In2Bi,-1,unlabeled
mp-23206,BiPd,-1,unlabeled
mp-23217,Bi2Rh,-1,unlabeled
mp-23234,TmBi,-1,unlabeled
mp-23241,YBi,-1,unlabeled
mp-23245,ErBi,-1,unlabeled
mp-23247,ZrBr3,-1,unlabeled
mp-23253,RbBi2,-1,unlabeled
mp-23279,KBi2,-1,unlabeled
mp-23294,RuBr3,-1,unlabeled
mp-23300,NdBi,-1,unlabeled
mp-23310,Yb4Bi3,-1,unlabeled
mp-23313,InBi,-1,unlabeled
mp-2367,LaC2,-1,unlabeled
mp-23903,HBr,-1,unlabeled
mp-2486,UC2,-1,unlabeled
mp-2676,TaBe2,-1,unlabeled
mp-269,TmC2,-1,unlabeled
mp-27902,BiSe,-1,unlabeled
mp-27919,Ti8C5,-1,unlabeled
mp-27945,BiO,-1,unlabeled
mp-2795,ZrC,-1,unlabeled
mp-28149,Bi9I2,-1,unlabeled
mp-29619,Sr2Bi,-1,unlabeled
mp-29620,Sr5Bi3,-1,unlabeled
mp-29642,ZrBi2,-1,unlabeled
mp-30083,TlBi,-1,unlabeled
mp-30463,BiPd3,-1,unlabeled
mp-30464,Bi2Pd5,-1,unlabeled
mp-30469,TlBi2,-1,unlabeled
mp-30893,Sr4Bi3,-1,unlabeled
mp-30933,ZrBi,-1,unlabeled
mp-31150,Sr2Bi3,-1,unlabeled
mp-31463,Tb5Bi3,-1,unlabeled
mp-31464,Dy5Bi3,-1,unlabeled
mp-31465,Ho5Bi3,-1,unlabeled
mp-31466,Er5Bi3,-1,unlabeled
mp-32548,BiO2,-1,unlabeled
mp-35216,BiTe3,-1,unlabeled
mp-36891,Br3N,-1,unlabeled
mp-504594,ZrBr,-1,unlabeled
mp-541840,DyC2,-1,unlabeled
mp-542615,Bi3Se4,-1,unlabeled
mp-558953,Bi2O3,-1,unlabeled
mp-567362,BiTe,-1,unlabeled
mp-567624,CrBr2,-1,unlabeled
mp-567842,TaBe12,-1,unlabeled
mp-568014,Nb3Bi,-1,unlabeled
mp-568069,Ti2Bi,-1,unlabeled
mp-568503,Fe2C,-1,unlabeled
mp-568531,Bi2Pt,-1,unlabeled
mp-568746,Bi2Pd,-1,unlabeled
mp-568827,Be12W,-1,unlabeled
mp-568844,BiSe,-1,unlabeled
mp-569018,Mg3Bi2,-1,unlabeled
mp-569095,Rb3Bi,-1,unlabeled
mp-569581,Bi2Pt,-1,unlabeled
mp-569727,BiPd,-1,unlabeled
mp-569765,InBi,-1,unlabeled
mp-569792,CuBi,-1,unlabeled
mp-569989,Nb2C,-1,unlabeled
mp-570197,Bi2Pd,-1,unlabeled
mp-570286,BiSe,-1,unlabeled
mp-570632,ScBi,-1,unlabeled
mp-570686,SnBi,-1,unlabeled
mp-571172,In2Bi,-1,unlabeled
mp-571335,ThBi2,-1,unlabeled
mp-583234,Bi4I,-1,unlabeled
mp-637599,Bi2O3,-1,unlabeled
mp-650,Be5Pd,-1,unlabeled
mp-7142,OsC,-1,unlabeled
mp-755137,BiO2,-1,unlabeled
mp-862565,ScBr2,-1,unlabeled
mp-864915,HfBr3,-1,unlabeled
mp-865534,YBr2,-1,unlabeled
mp-865856,PaBi3,-1,unlabeled
mp-866006,CaBi3,-1,unlabeled
mp-866201,Ti3Bi,-1,unlabeled
mp-867248,LaBi3,-1,unlabeled
mp-9546,Yb2C3,-1,unlabeled
mp-971718,ZnBi3,-1,unlabeled
mp-971768,Ti3Br,-1,unlabeled
mp-971906,TmBi3,-1,unlabeled
mp-972658,SmBi3,-1,unlabeled
mp-972742,SmBr,-1,unlabeled
mp-972837,SiBi3,-1,unlabeled
mp-972874,SeBr3,-1,unlabeled
mp-972941,NaBi3,-1,unlabeled
mp-973155,Ge3C,-1,unlabeled
mp-973175,ScBi3,-1,unlabeled
mp-973461,Hg3C,-1,unlabeled
mp-973623,GeBi3,-1,unlabeled
mp-973767,PmBi3,-1,unlabeled
mp-973876,PaBi3,-1,unlabeled
mp-973976,LuBr,-1,unlabeled
mp-974330,SBr3,-1,unlabeled
mp-974332,S3Br,-1,unlabeled
mp-974371,Rh3Br,-1,unlabeled
mp-974474,ReBr,-1,unlabeled
mp-974568,Re3Bi,-1,unlabeled
mp-974571,Mn3Be,-1,unlabeled
mp-975411,RbBr3,-1,unlabeled
mp-976419,Hf3Bi,-1,unlabeled
mp-977194,Na3Be,-1,unlabeled
mp-977275,LuBi3,-1,unlabeled
mp-978744,SmBi3,-1,unlabeled
mp-978882,SnBi3,-1,unlabeled
mp-979116,Th3Br,-1,unlabeled
mp-979268,Tl3Br,-1,unlabeled
mp-980667,SrBr3,-1,unlabeled
mp-981336,Zn3C,-1,unlabeled
mp-981387,Hg3Bi,-1,unlabeled
mp-981390,HgBi3,-1,unlabeled
mp-982064,Tl3Br,-1,unlabeled
mp-983237,Ga3Bi,-1,unlabeled
mp-983590,Be3Fe,-1,unlabeled
mp-984050,BiH3,-1,unlabeled
mp-984315,Be3Ni,-1,unlabeled
mp-985280,Co3Bi,-1,unlabeled
mp-998896,YC,-1,unlabeled
mp-998901,ThC,-1,unlabeled
mp-999203,ScC,-1,unlabeled
mp-999318,NiBi,-1,unlabeled
mvc-10374,Bi4O9,-1,unlabeled
mvc-11235,BiN,-1,unlabeled
mvc-13496,BiF5,-1,unlabeled
mvc-15971,BiO2,-1,unlabeled
mvc-6081,BiO2,-1,unlabeled
mvc-6615,BiO2,-1,unlabeled
mvc-6945,BiO2,-1,unlabeled
mvc-8880,Bi2O5,-1,unlabeled
mvc-9645,BiO2,-1,unlabeled
mp-10008,Ca7Ge,-1,unlabeled
mp-1001789,IrC,-1,unlabeled
mp-1001827,IrC,-1,unlabeled
mp-10020,ScC,-1,unlabeled
mp-1002228,PtC,-1,unlabeled
mp-1006882,CdC,-1,unlabeled
mp-1007758,HfCd,-1,unlabeled
mp-1008625,W2C,-1,unlabeled
mp-1008630,WC,-1,unlabeled
mp-1008632,V2C,-1,unlabeled
mp-1008635,WC,-1,unlabeled
mp-1008673,TmCd2,-1,unlabeled
mp-1008806,ReC2,-1,unlabeled
mp-1008910,LuCd2,-1,unlabeled
mp-1008918,CdN,-1,unlabeled
mp-1009071,IrC2,-1,unlabeled
mp-1009458,NbC,-1,unlabeled
mp-1009459,NbC,-1,unlabeled
mp-1009533,PdC,-1,unlabeled
mp-1009538,PdC,-1,unlabeled
mp-1009539,OsC,-1,unlabeled
mp-1009582,NiC,-1,unlabeled
mp-1009651,CaHg2,-1,unlabeled
mp-1009654,CaGe2,-1,unlabeled
mp-1009657,CaN2,-1,unlabeled
mp-1009731,ReC,-1,unlabeled
mp-1009787,RuC,-1,unlabeled
mp-1009817,TaC,-1,unlabeled
mp-1009822,SnC,-1,unlabeled
mp-1014214,C3N,-1,unlabeled
mp-1014281,C3N,-1,unlabeled
mp-1014286,C3N,-1,unlabeled
mp-1014296,C3N,-1,unlabeled
mp-1014298,C3N,-1,unlabeled
mp-1014307,ZrC,-1,unlabeled
mp-1014316,C3N,-1,unlabeled
mp-1014324,C3N,-1,unlabeled
mp-1017519,IrC,-1,unlabeled
mp-1018050,CrC,-1,unlabeled
mp-1018130,PaC2,-1,unlabeled
mp-1018156,Hf2Cd,-1,unlabeled
mp-1018164,PtC,-1,unlabeled
mp-1018850,OsC2,-1,unlabeled
mp-1019054,ReC2,-1,unlabeled
mp-1019097,SiC2,-1,unlabeled
mp-1024,CaGe2,-1,unlabeled
mp-1025297,SmC6,-1,unlabeled
mp-1038783,CaZn,-1,unlabeled
mp-1038828,CaZn,-1,unlabeled
mp-1038879,Ca3Zn,-1,unlabeled
mp-1038915,CaZn,-1,unlabeled
mp-1039123,CaZn,-1,unlabeled
mp-1039147,CaZn,-1,unlabeled
mp-1039208,Ca2Zn,-1,unlabeled
mp-1039229,Ca3Zn,-1,unlabeled
mp-1039262,CaZn3,-1,unlabeled
mp-1039275,CaZn,-1,unlabeled
mp-1039447,CaZn,-1,unlabeled
mp-1062310,LuCd2,-1,unlabeled
mp-1063133,CaPd2,-1,unlabeled
mp-1063314,Ca2Rh,-1,unlabeled
mp-1064861,GaC3,-1,unlabeled
mp-1067260,CaW,-1,unlabeled
mp-10684,CaTe,-1,unlabeled
mp-10709,ReC,-1,unlabeled
mp-1071152,CaC2,-1,unlabeled
mp-1072492,CaC2,-1,unlabeled
mp-1073,CaCd,-1,unlabeled
mp-1077157,IrC2,-1,unlabeled
mp-1077545,CaC2,-1,unlabeled
mp-1077889,IrC2,-1,unlabeled
mp-1078,CaCd2,-1,unlabeled
mp-1078219,C3N4,-1,unlabeled
mp-1078791,C2N3,-1,unlabeled
mp-1079828,IrC4,-1,unlabeled
mp-1080042,IrC4,-1,unlabeled
mp-1091387,CaHg3,-1,unlabeled
mp-1094093,NbC,-1,unlabeled
mp-1094784,CaZn3,-1,unlabeled
mp-1094980,CaZn3,-1,unlabeled
mp-1095001,CaZn,-1,unlabeled
mp-1095665,CaO2,-1,unlabeled
mp-1102811,SiC2,-1,unlabeled
mp-1103139,Ca2Hg,-1,unlabeled
mp-1103211,CaPt2,-1,unlabeled
mp-1103570,Ca5Pt2,-1,unlabeled
mp-1103975,YbC6,-1,unlabeled
mp-1104661,Ca3Pd2,-1,unlabeled
mp-1104669,Ca5Pd2,-1,unlabeled
mp-1105651,Ca5Pt3,-1,unlabeled
mp-1106061,Ca3Pd,-1,unlabeled
mp-11180,NaC,-1,unlabeled
mp-11284,CaGa2,-1,unlabeled
mp-11286,CaHg,-1,unlabeled
mp-11287,CaHg2,-1,unlabeled
mp-11288,Ca3Hg2,-1,unlabeled
mp-11290,CaSn3,-1,unlabeled
mp-11311,TmCd2,-1,unlabeled
mp-1147643,CS,-1,unlabeled
mp-1181909,CaO2,-1,unlabeled
mp-1182146,Ca5Pb3,-1,unlabeled
mp-1182172,C3N4,-1,unlabeled
mp-11826,CaPd5,-1,unlabeled
mp-1183480,Ca3Lu,-1,unlabeled
mp-1183487,Ca3Y,-1,unlabeled
mp-1183489,Ca3Sn,-1,unlabeled
mp-1183491,Ca3Nd,-1,unlabeled
mp-1183494,Ca3Sm,-1,unlabeled
mp-1183497,CaDy3,-1,unlabeled
mp-1183501,Ca3Cd,-1,unlabeled
mp-1183509,Ca3Pm,-1,unlabeled
mp-1183510,Ca3Os,-1,unlabeled
mp-1183514,Ca3Y,-1,unlabeled
mp-1183515,Ca3Y,-1,unlabeled
mp-1183517,CaCd3,-1,unlabeled
mp-1183545,CaF,-1,unlabeled
mp-1183558,CaYb3,-1,unlabeled
mp-1183572,CaI,-1,unlabeled
mp-1183578,CaH3,-1,unlabeled
mp-1183594,CaYb3,-1,unlabeled
mp-1183599,CaOs3,-1,unlabeled
mp-1183628,CdC,-1,unlabeled
mp-1183651,Cd3Te,-1,unlabeled
mp-1183655,CdPd3,-1,unlabeled
mp-1183662,Cd3Ga,-1,unlabeled
mp-1183726,CdSn,-1,unlabeled
mp-1183935,CsCa3,-1,unlabeled
mp-1184819,InC,-1,unlabeled
mp-1184855,K3Ca,-1,unlabeled
mp-1184877,K3Ca,-1,unlabeled
mp-1184984,KCa3,-1,unlabeled
mp-1185016,KCa3,-1,unlabeled
mp-1185070,KCa3,-1,unlabeled
mp-1185440,Lu3Cd,-1,unlabeled
mp-1186032,Na3Ca,-1,unlabeled
mp-1186129,NaCa3,-1,unlabeled
mp-1186132,NaCa3,-1,unlabeled
mp-1186446,PbC,-1,unlabeled
mp-1187105,Sr3Ca,-1,unlabeled
mp-1187107,Sr3Ca,-1,unlabeled
mp-1187110,Sr3Ca,-1,unlabeled
mp-1187151,SrCa3,-1,unlabeled
mp-1187152,SrCd3,-1,unlabeled
mp-1187155,SrCa3,-1,unlabeled
mp-1187169,SrCa3,-1,unlabeled
mp-1187218,Ta3C,-1,unlabeled
mp-1187391,Tc3C,-1,unlabeled
mp-1187454,Ti3C,-1,unlabeled
mp-1187466,Ti3Cd,-1,unlabeled
mp-1188023,Zr3C,-1,unlabeled
mp-1188029,Zr3Cd,-1,unlabeled
mp-1189230,Ca3Tl5,-1,unlabeled
mp-1189286,Cr3C,-1,unlabeled
mp-1189870,Ca5Ga3,-1,unlabeled
mp-1191474,CaSi,-1,unlabeled
mp-1191538,Ca8In3,-1,unlabeled
mp-1205346,CaSi3,-1,unlabeled
mp-1205360,CaGe3,-1,unlabeled
mp-1207162,Rb4C,-1,unlabeled
mp-1210274,Na2C,-1,unlabeled
mp-1216471,V4C3,-1,unlabeled
mp-1216474,V4C3,-1,unlabeled
mp-1217106,Ti2C,-1,unlabeled
mp-1217298,Th5C,-1,unlabeled
mp-1218000,Ta4C3,-1,unlabeled
mp-1218346,SrCa,-1,unlabeled
mp-1218350,SrCa,-1,unlabeled
mp-1218357,SrCa,-1,unlabeled
mp-1219177,Sm2C,-1,unlabeled
mp-1220501,Nb4C3,-1,unlabeled
mp-1220515,Nb4C3,-1,unlabeled
mp-1221473,Mo3C2,-1,unlabeled
mp-1221498,Mo2C,-1,unlabeled
mp-1226378,Cr2C,-1,unlabeled
mp-1227047,CaYb3,-1,unlabeled
mp-1227062,CaYb3,-1,unlabeled
mp-1232418,CaTb3,-1,unlabeled
mp-12467,Ca5Sb3,-1,unlabeled
mp-12574,Dy2C,-1,unlabeled
mp-12611,Ca3Ga8,-1,unlabeled
mp-12614,Ca2Cu,-1,unlabeled
mp-12764,SmC2,-1,unlabeled
mp-1282,VC,-1,unlabeled
mp-13136,WC,-1,unlabeled
mp-13286,CaGe2,-1,unlabeled
mp-1334,Y2C,-1,unlabeled
mp-13364,CaZn2,-1,unlabeled
mp-1444,CaCd2,-1,unlabeled
mp-15178,Lu4C7,-1,unlabeled
mp-15237,Tb4C5,-1,unlabeled
mp-15319,Lu2C3,-1,unlabeled
mp-1552,Mo2C,-1,unlabeled
mp-1563,CaSi,-1,unlabeled
mp-15660,Nb4C3,-1,unlabeled
mp-16296,Sc2C3,-1,unlabeled
mp-1725,CaZn2,-1,unlabeled
mp-1734,CaZn5,-1,unlabeled
mp-1800,Nd2C3,-1,unlabeled
mp-18167,Ca3Cd2,-1,unlabeled
mp-1871,Fe2C,-1,unlabeled
mp-1882,CaCu5,-1,unlabeled
mp-1884,Ca5Ge3,-1,unlabeled
mp-1894,WC,-1,unlabeled
mp-1976,CaGa4,-1,unlabeled
mp-1995,PrC2,-1,unlabeled
mp-20034,CaPb,-1,unlabeled
mp-20263,CaIn,-1,unlabeled
mp-2034,W2C,-1,unlabeled
mp-20549,CaPb3,-1,unlabeled
mp-20581,Ca3In,-1,unlabeled
mp-20648,V2C,-1,unlabeled
mp-20669,Ca2In,-1,unlabeled
mp-21068,CaIn2,-1,unlabeled
mp-21187,CaIn,-1,unlabeled
mp-2119,TbC2,-1,unlabeled
mp-213,CaPd,-1,unlabeled
mp-2238,Dy2C3,-1,unlabeled
mp-22488,Co2C,-1,unlabeled
mp-2295,CaNi2,-1,unlabeled
mp-2297,NdC2,-1,unlabeled
mp-2305,MoC,-1,unlabeled
mp-2324,PrCd2,-1,unlabeled
mp-2332,Ho2C3,-1,unlabeled
mp-2360,CaGe,-1,unlabeled
mp-2450,CaSn,-1,unlabeled
mp-2461,CaGa4,-1,unlabeled
mp-2489,UC,-1,unlabeled
mp-2686,Ca2N,-1,unlabeled
mp-2699,CaSi2,-1,unlabeled
mp-2700,CaSi2,-1,unlabeled
mp-2760,Nb6C5,-1,unlabeled
mp-2786,Ca5Zn3,-1,unlabeled
mp-2839,CeC2,-1,unlabeled
mp-2861,CaTl,-1,unlabeled
mp-28861,CsC8,-1,unlabeled
mp-28930,KC8,-1,unlabeled
mp-29941,Sc2C,-1,unlabeled
mp-30471,CaCu,-1,unlabeled
mp-30473,Ca3Ga5,-1,unlabeled
mp-30479,Ca3Pb,-1,unlabeled
mp-30481,CaPt5,-1,unlabeled
mp-30482,Ca3Tl,-1,unlabeled
mp-30483,CaZn,-1,unlabeled
mp-30485,Ca3Zn,-1,unlabeled
mp-30488,CdHg2,-1,unlabeled
mp-30494,ScCd3,-1,unlabeled
mp-31154,Ca5Hg3,-1,unlabeled
mp-313,YC2,-1,unlabeled
mp-31502,ScCd7,-1,unlabeled
mp-33065,W2C,-1,unlabeled
mp-526,CaTl3,-1,unlabeled
mp-567397,W2C,-1,unlabeled
mp-567456,CaGe2,-1,unlabeled
mp-567465,TlC,-1,unlabeled
mp-567925,MoC,-1,unlabeled
mp-568643,RbC8,-1,unlabeled
mp-569335,Sm2C3,-1,unlabeled
mp-570108,ThC2,-1,unlabeled
mp-570112,Cr3C2,-1,unlabeled
mp-570356,Ca5Ir,-1,unlabeled
mp-570436,CaIr2,-1,unlabeled
mp-570466,Li2Ca,-1,unlabeled
mp-571484,Ca3Hg,-1,unlabeled
mp-571589,Mo2C,-1,unlabeled
mp-579,CrC,-1,unlabeled
mp-581665,CaIn2,-1,unlabeled
mp-631,TiC,-1,unlabeled
mp-643542,CaGe2,-1,unlabeled
mp-683,Pr2C3,-1,unlabeled
mp-684949,Ca2F,-1,unlabeled
mp-684989,W9C4,-1,unlabeled
mp-6914,CaGa,-1,unlabeled
mp-692,Tb2C,-1,unlabeled
mp-7024,Tb2C3,-1,unlabeled
mp-7088,Ta2C,-1,unlabeled
mp-7224,ThC2,-1,unlabeled
mp-7493,CaSb2,-1,unlabeled
mp-7586,Ni3C,-1,unlabeled
mp-770,DyCd,-1,unlabeled
mp-793,Ca5Si3,-1,unlabeled
mp-833,CaPd2,-1,unlabeled
mp-8371,LuC2,-1,unlabeled
mp-8372,CaSi2,-1,unlabeled
mp-842,CaPt2,-1,unlabeled
mp-862,CaSi2,-1,unlabeled
mp-862559,LaCd3,-1,unlabeled
mp-863648,CaHg3,-1,unlabeled
mp-865077,NaCd3,-1,unlabeled
mp-865612,LiCd3,-1,unlabeled
mp-9459,Y4C5,-1,unlabeled
mp-9530,Y4C7,-1,unlabeled
mp-9544,Er2C3,-1,unlabeled
mp-9545,Tm2C3,-1,unlabeled
mp-971857,Zn3C,-1,unlabeled
mp-972103,U3C,-1,unlabeled
mp-972848,SiC3,-1,unlabeled
mp-973450,Hg3C,-1,unlabeled
mp-974437,Re2C,-1,unlabeled
mp-974452,Re3C,-1,unlabeled
mp-975043,Rb3Ca,-1,unlabeled
mp-975383,RbCa3,-1,unlabeled
mp-975390,RbCa3,-1,unlabeled
mp-975404,RbCa3,-1,unlabeled
mp-975641,Pr3Cd,-1,unlabeled
mp-976422,Hf3C,-1,unlabeled
mp-977062,Na3Ca,-1,unlabeled
mp-978273,Mg3Cd,-1,unlabeled
mp-979413,W3C,-1,unlabeled
mp-982205,Rb3Cd,-1,unlabeled
mp-984523,CsCa3,-1,unlabeled
mp-984744,Ca3Tl,-1,unlabeled
mp-992,CaGa2,-1,unlabeled
mp-9925,Ca2Sb,-1,unlabeled
mp-995183,CO,-1,unlabeled
mp-995184,HC2,-1,unlabeled
mp-995196,CO3,-1,unlabeled
mp-998893,YC,-1,unlabeled
mp-998894,YC,-1,unlabeled
mp-999205,ScC,-1,unlabeled
mp-999259,RuC,-1,unlabeled
mp-999308,OsC,-1,unlabeled
mp-999377,NbC,-1,unlabeled
mp-999388,NbC,-1,unlabeled
mp-1008471,CdTe,-1,unlabeled
mp-1009080,HoCd2,-1,unlabeled
mp-1009264,NbCo,-1,unlabeled
mp-1011376,CeSe2,-1,unlabeled
mp-1017529,VCo3,-1,unlabeled
mp-1017540,ZrCd,-1,unlabeled
mp-1018104,Zr2Cd,-1,unlabeled
mp-1018117,CeRh,-1,unlabeled
mp-1018665,CeSe2,-1,unlabeled
mp-1018810,Na2Cl,-1,unlabeled
mp-1025388,YbCl3,-1,unlabeled
mp-1025415,CePd7,-1,unlabeled
mp-1025425,Co3H,-1,unlabeled
mp-1025443,ThCd3,-1,unlabeled
mp-1055,CdSe,-1,unlabeled
mp-1057084,NCl,-1,unlabeled
mp-1060884,UCd,-1,unlabeled
mp-1062169,ErCd2,-1,unlabeled
mp-1062206,NdCd2,-1,unlabeled
mp-1062984,ThCo2,-1,unlabeled
mp-1062989,CeO2,-1,unlabeled
mp-1063156,ErCd2,-1,unlabeled
mp-1063522,CePd2,-1,unlabeled
mp-1064484,Na3Cl,-1,unlabeled
mp-1064981,HfCo,-1,unlabeled
mp-1066480,CdTe,-1,unlabeled
mp-1067236,CdPt3,-1,unlabeled
mp-1067974,ZrCl,-1,unlabeled
mp-10688,CeO,-1,unlabeled
mp-10692,CoGe,-1,unlabeled
mp-1069676,Na3Cl2,-1,unlabeled
mp-1077015,Na2Cl,-1,unlabeled
mp-1077032,CeZn2,-1,unlabeled
mp-1077075,CeIr5,-1,unlabeled
mp-1077288,Na2Cl,-1,unlabeled
mp-1077706,Cr2Co,-1,unlabeled
mp-1078558,NaCl3,-1,unlabeled
mp-1079065,Zr3Co,-1,unlabeled
mp-1079241,Ce2Si7,-1,unlabeled
mp-1079395,CeGe,-1,unlabeled
mp-1080124,CdCl4,-1,unlabeled
mp-1080319,CeSe2,-1,unlabeled
mp-1095057,VCo3,-1,unlabeled
mp-1095124,TaCo3,-1,unlabeled
mp-1096876,CdO2,-1,unlabeled
mp-1100773,Y3Cd,-1,unlabeled
mp-1102302,CeOs2,-1,unlabeled
mp-1102731,YbCd2,-1,unlabeled
mp-1103359,CoTe2,-1,unlabeled
mp-1104652,Nd5Co2,-1,unlabeled
mp-1104821,Pr5Co2,-1,unlabeled
mp-1105598,Y3Co,-1,unlabeled
mp-1105958,Yb3Co,-1,unlabeled
mp-1106011,Nd3Co,-1,unlabeled
mp-1112,CeCo2,-1,unlabeled
mp-1120770,Tl2Cl3,-1,unlabeled
mp-11295,DyCd3,-1,unlabeled
mp-11299,Cd2Hg,-1,unlabeled
mp-11302,HoCd3,-1,unlabeled
mp-11306,LuCd3,-1,unlabeled
mp-11307,MgCd,-1,unlabeled
mp-11309,NbCd3,-1,unlabeled
mp-11310,CdNi,-1,unlabeled
mp-11313,ZrCd3,-1,unlabeled
mp-1132,CdO,-1,unlabeled
mp-1147746,CoS,-1,unlabeled
mp-1147756,CuCl2,-1,unlabeled
mp-1147758,CuCl2,-1,unlabeled
mp-1183621,Cd3Pd,-1,unlabeled
mp-1183623,CdCu3,-1,unlabeled
mp-1183624,Cd3Ni,-1,unlabeled
mp-1183626,Cd3Ir,-1,unlabeled
mp-1183630,Cd3Fe,-1,unlabeled
mp-1183632,Cd3P,-1,unlabeled
mp-1183635,Cd3Pd,-1,unlabeled
mp-1183639,CdHg3,-1,unlabeled
mp-1183641,Cd3Pt,-1,unlabeled
mp-1183644,Cd3Ge,-1,unlabeled
mp-1183645,Cd3Ir,-1,unlabeled
mp-1183646,Cd3Ga,-1,unlabeled
mp-1183648,Cd3Pd,-1,unlabeled
mp-1183649,CdGe3,-1,unlabeled
mp-1183650,CdHg3,-1,unlabeled
mp-1183652,CdHg3,-1,unlabeled
mp-1183653,Cd3Os,-1,unlabeled
mp-1183654,Cd3Pt,-1,unlabeled
mp-1183656,CdH,-1,unlabeled
mp-1183660,CdPb3,-1,unlabeled
mp-1183661,Cd3Hg,-1,unlabeled
mp-1183663,Cd3Pb,-1,unlabeled
mp-1183665,Cd3Se,-1,unlabeled
mp-1183666,CdGe3,-1,unlabeled
mp-1183669,CdIn,-1,unlabeled
mp-1183674,CdIn3,-1,unlabeled
mp-1183675,CdPd3,-1,unlabeled
mp-1183676,CdIn3,-1,unlabeled
mp-1183680,CoW3,-1,unlabeled
mp-1183709,CePa3,-1,unlabeled
mp-1183711,Ce3Ti,-1,unlabeled
mp-1183720,CdSn3,-1,unlabeled
